link_id_tmc,corridor_id,corridor_link_order,from_node_id,to_node_id,time_period,date,geometry,volume,travel_time,speed,reference_speed,density,queue,notes
0,Corridor-1,29,100000001,100000002,1525_1530,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1530_1535,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1535_1540,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1540_1545,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1545_1550,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1550_1555,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1555_1600,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1600_1605,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1605_1610,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1610_1615,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1615_1620,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1620_1625,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1625_1630,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1630_1635,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1635_1640,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1640_1645,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1645_1650,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1650_1655,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1655_1700,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1700_1705,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1705_1710,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1710_1715,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1715_1720,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1720_1725,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1725_1730,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1730_1735,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1735_1740,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1740_1745,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1745_1750,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1750_1755,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1755_1800,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1800_1805,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1805_1810,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1810_1815,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1815_1820,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1820_1825,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1825_1830,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1830_1835,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1835_1840,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1840_1845,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1845_1850,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1850_1855,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1855_1900,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1900_1905,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
0,Corridor-1,29,100000001,100000002,1905_1410,2019/1/1,"LINESTRING (-112.22641999999999 33.66638,-112.21453999999999 33.667629999999996)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1410_1415,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1415_1420,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1420_1425,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1425_1430,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1430_1435,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1435_1440,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1440_1445,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1445_1450,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1450_1455,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1455_1500,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1500_1505,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1505_1510,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1510_1515,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1515_1520,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1520_1525,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1525_1530,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1530_1535,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1535_1540,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1540_1545,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1545_1550,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1550_1555,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1555_1600,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1600_1605,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1605_1610,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1610_1615,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1615_1620,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1620_1625,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1625_1630,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1630_1635,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1635_1640,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1640_1645,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1645_1650,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1650_1655,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1655_1700,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1700_1705,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1705_1710,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1710_1715,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1715_1720,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1720_1725,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1725_1730,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1730_1735,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1735_1740,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1740_1745,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1745_1750,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1750_1755,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1755_1800,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1800_1805,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1805_1810,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1810_1815,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1815_1820,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1820_1825,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1825_1830,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1830_1835,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1835_1840,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1840_1845,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1845_1850,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1850_1855,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1855_1900,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1900_1905,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
1,Corridor-1,30,100000002,100000003,1905_1410,2019/1/1,"LINESTRING (-112.21453999999999 33.667629999999996,-112.21385 33.6676)",1038,,70,,0,,
